epoch,step,train_loss,val_loss
0,49,23039.2734375,
0,99,20152.70703125,
0,149,19747.146484375,
0,199,20084.8203125,
0,249,19249.947265625,
0,299,19159.880859375,
0,349,18205.45703125,
0,399,18891.107421875,
0,449,17377.888671875,
0,499,16782.474609375,
0,549,17149.755859375,
0,599,16494.546875,
0,649,16302.74609375,
0,699,16222.208984375,
0,749,15946.1962890625,
0,799,15873.291015625,
0,849,15878.044921875,
0,859,,15970.2412109375
1,899,15084.865234375,
1,949,15185.0810546875,
1,999,15723.7724609375,
1,1049,14738.087890625,
1,1099,16375.951171875,
1,1149,14909.5029296875,
1,1199,15188.4111328125,
1,1249,16099.416015625,
1,1299,15128.716796875,
1,1349,14750.4033203125,
1,1399,15889.0009765625,
1,1449,14834.169921875,
1,1499,15172.7314453125,
1,1549,15208.7021484375,
1,1599,14234.6748046875,
1,1649,13803.4814453125,
1,1699,15282.884765625,
1,1719,,14631.1455078125
2,1749,14184.048828125,
2,1799,14386.197265625,
2,1849,14087.5380859375,
2,1899,14680.78515625,
2,1949,14253.39453125,
2,1999,14902.404296875,
2,2049,13716.890625,
2,2099,14368.068359375,
2,2149,14463.7734375,
2,2199,14553.451171875,
2,2249,14093.4873046875,
2,2299,14111.65234375,
2,2349,13956.3408203125,
2,2399,13839.8671875,
2,2449,14838.6201171875,
2,2499,14686.125,
2,2549,14973.2119140625,
2,2579,,14120.9775390625
3,2599,14877.931640625,
3,2649,14095.0615234375,
3,2699,14127.544921875,
3,2749,12852.45703125,
3,2799,14198.021484375,
3,2849,13630.583984375,
3,2899,13463.5302734375,
3,2949,13856.12890625,
3,2999,14491.3720703125,
3,3049,13687.080078125,
3,3099,14680.1787109375,
3,3149,13845.98046875,
3,3199,14584.462890625,
3,3249,14132.75390625,
3,3299,12966.2490234375,
3,3349,13389.140625,
3,3399,13291.29296875,
3,3439,,13843.4111328125
4,3449,13291.57421875,
4,3499,13935.6337890625,
4,3549,13429.4609375,
4,3599,14425.0615234375,
4,3649,13029.875,
4,3699,13656.220703125,
4,3749,13571.9609375,
4,3799,13923.41796875,
4,3849,13374.130859375,
4,3899,13504.33203125,
4,3949,13682.279296875,
4,3999,14160.4296875,
4,4049,13711.3505859375,
4,4099,14295.443359375,
4,4149,13965.095703125,
4,4199,13113.73046875,
4,4249,13247.3095703125,
4,4299,5002.80126953125,
4,4299,,13643.8994140625
5,4349,13292.4794921875,
5,4399,13495.98046875,
5,4449,13047.796875,
5,4499,12663.94921875,
5,4549,13713.876953125,
5,4599,14292.3876953125,
5,4649,13647.294921875,
5,4699,12717.78515625,
5,4749,13729.564453125,
5,4799,13888.185546875,
5,4849,13475.5068359375,
5,4899,13216.234375,
5,4949,13247.705078125,
5,4999,13030.80859375,
5,5049,13917.7412109375,
5,5099,12909.146484375,
5,5149,12774.607421875,
5,5159,,13519.6396484375
6,5199,13117.2041015625,
6,5249,13188.7275390625,
6,5299,13564.8349609375,
6,5349,13228.27734375,
6,5399,12494.4462890625,
6,5449,13491.0576171875,
6,5499,13017.578125,
6,5549,12973.0556640625,
6,5599,12368.0693359375,
6,5649,13561.80859375,
6,5699,13001.7431640625,
6,5749,14030.8623046875,
6,5799,12937.8388671875,
6,5849,12649.5693359375,
6,5899,13118.60546875,
6,5949,12377.623046875,
6,5999,14174.556640625,
6,6019,,13373.033203125
7,6049,12676.6015625,
7,6099,12445.89453125,
7,6149,12779.916015625,
7,6199,13059.1689453125,
7,6249,13633.7607421875,
7,6299,13610.576171875,
7,6349,12067.8896484375,
7,6399,12944.638671875,
7,6449,14196.064453125,
7,6499,13359.7490234375,
7,6549,13483.7724609375,
7,6599,13868.4443359375,
7,6649,14174.7724609375,
7,6699,13327.2744140625,
7,6749,13074.552734375,
7,6799,13734.8115234375,
7,6849,13373.1943359375,
7,6879,,13304.7783203125
8,6899,12822.3623046875,
8,6949,13575.01171875,
8,6999,12633.2060546875,
8,7049,13735.30078125,
8,7099,13435.34765625,
8,7149,13582.00390625,
8,7199,13309.0478515625,
8,7249,13293.55859375,
8,7299,13086.5263671875,
8,7349,13220.9072265625,
8,7399,13022.03515625,
8,7449,13138.62890625,
8,7499,13069.1171875,
8,7549,13127.9384765625,
8,7599,12806.12890625,
8,7649,13853.671875,
8,7699,12104.7373046875,
8,7739,,13288.0732421875
9,7749,12645.115234375,
9,7799,12232.1328125,
9,7849,13168.548828125,
9,7899,11926.9345703125,
9,7949,13653.1015625,
9,7999,12341.646484375,
9,8049,12583.6015625,
9,8099,12071.375,
9,8149,13282.4404296875,
9,8199,12386.771484375,
9,8249,13271.291015625,
9,8299,12772.6123046875,
9,8349,13516.8037109375,
9,8399,12594.0380859375,
9,8449,12532.3876953125,
9,8499,13413.4208984375,
9,8549,13071.6513671875,
9,8599,4576.18310546875,
9,8599,,13192.9521484375
10,8649,12955.4384765625,
10,8699,12553.7001953125,
10,8749,13088.111328125,
10,8799,13003.0107421875,
10,8849,12227.1943359375,
10,8899,13039.59375,
10,8949,13437.65625,
10,8999,13168.513671875,
10,9049,12857.6708984375,
10,9099,12528.708984375,
10,9149,12344.9091796875,
10,9199,13010.904296875,
10,9249,14125.478515625,
10,9299,13427.82421875,
10,9349,13250.341796875,
10,9399,13027.4580078125,
10,9449,12546.017578125,
10,9459,,13158.33984375
11,9499,12305.177734375,
11,9549,12938.486328125,
11,9599,13052.34765625,
11,9649,12339.0830078125,
11,9699,13322.0439453125,
11,9749,13164.865234375,
11,9799,12827.2060546875,
11,9849,13259.4697265625,
11,9899,12347.228515625,
11,9949,13447.7431640625,
11,9999,12663.2890625,
11,10049,13251.541015625,
11,10099,13840.11328125,
11,10149,13008.30078125,
11,10199,12542.6572265625,
11,10249,12853.9208984375,
11,10299,13194.4990234375,
11,10319,,13111.2255859375
12,10349,13148.3662109375,
12,10399,12142.9951171875,
12,10449,12150.185546875,
12,10499,11994.96875,
12,10549,12722.3193359375,
12,10599,12865.65234375,
12,10649,12735.19921875,
12,10699,12499.056640625,
12,10749,13279.921875,
12,10799,13347.58203125,
12,10849,12579.3203125,
12,10899,13395.375,
12,10949,12607.6533203125,
12,10999,12584.8984375,
12,11049,13238.478515625,
12,11099,12980.064453125,
12,11149,13410.9873046875,
12,11179,,13075.7548828125
13,11199,13164.05078125,
13,11249,12268.7353515625,
13,11299,11899.5986328125,
13,11349,12370.439453125,
13,11399,12181.66796875,
13,11449,11784.74609375,
13,11499,13469.8359375,
13,11549,13298.2080078125,
13,11599,13210.2216796875,
13,11649,13402.6279296875,
13,11699,12823.8759765625,
13,11749,13331.9873046875,
13,11799,12113.1953125,
13,11849,12381.2744140625,
13,11899,12455.6787109375,
13,11949,13769.72265625,
13,11999,13180.228515625,
13,12039,,13106.51953125
14,12049,12919.1416015625,
14,12099,12431.525390625,
14,12149,12737.7880859375,
14,12199,13146.19921875,
14,12249,13271.2958984375,
14,12299,12679.19921875,
14,12349,12353.9609375,
14,12399,13507.732421875,
14,12449,12036.712890625,
14,12499,12873.3359375,
14,12549,13068.97265625,
14,12599,12457.1953125,
14,12649,13025.7119140625,
14,12699,13584.4697265625,
14,12749,12590.365234375,
14,12799,13130.2890625,
14,12849,13386.30078125,
14,12899,5021.13671875,
14,12899,,13043.443359375
15,12949,12715.2763671875,
15,12999,12755.205078125,
15,13049,11716.376953125,
15,13099,12110.177734375,
15,13149,13093.259765625,
15,13199,11860.943359375,
15,13249,12954.830078125,
15,13299,12603.869140625,
15,13349,12929.5166015625,
15,13399,12847.490234375,
15,13449,12193.763671875,
15,13499,12959.5400390625,
15,13549,12186.99609375,
15,13599,12189.5595703125,
15,13649,12730.26953125,
15,13699,12529.650390625,
15,13749,12521.2109375,
15,13759,,13040.4150390625
16,13799,11869.630859375,
16,13849,12800.9404296875,
16,13899,12641.908203125,
16,13949,12764.7626953125,
16,13999,13003.4150390625,
16,14049,14132.9375,
16,14099,12054.541015625,
16,14149,12839.0888671875,
16,14199,13000.123046875,
16,14249,12132.8427734375,
16,14299,12995.84375,
16,14349,12725.263671875,
16,14399,13210.03125,
16,14449,11610.9697265625,
16,14499,12927.4609375,
16,14549,12602.6181640625,
16,14599,13318.1689453125,
16,14619,,13032.6044921875
17,14649,12039.84375,
17,14699,12355.521484375,
17,14749,12236.9375,
17,14799,12795.71484375,
17,14849,13250.64453125,
17,14899,12644.8154296875,
17,14949,12591.470703125,
17,14999,12644.701171875,
17,15049,12869.2451171875,
17,15099,12559.3505859375,
17,15149,13179.3046875,
17,15199,12961.859375,
17,15249,12982.373046875,
17,15299,13024.1435546875,
17,15349,13285.677734375,
17,15399,12875.0751953125,
17,15449,12625.349609375,
17,15479,,12977.1767578125
18,15499,12326.744140625,
18,15549,12757.7529296875,
18,15599,12413.2919921875,
18,15649,12561.0966796875,
18,15699,11639.76953125,
18,15749,13160.2265625,
18,15799,12846.0732421875,
18,15849,12651.71484375,
18,15899,13018.1123046875,
18,15949,11613.1025390625,
18,15999,12140.666015625,
18,16049,12498.0126953125,
18,16099,12189.5439453125,
18,16149,13079.4482421875,
18,16199,12281.9140625,
18,16249,12489.703125,
18,16299,11896.15234375,
18,16339,,12993.0283203125
19,16349,12592.767578125,
19,16399,12310.669921875,
19,16449,12099.060546875,
19,16499,13080.7958984375,
19,16549,12814.3837890625,
19,16599,12642.03515625,
19,16649,12623.4365234375,
19,16699,13115.2529296875,
19,16749,12179.83203125,
19,16799,13343.41015625,
19,16849,12775.609375,
19,16899,12632.8388671875,
19,16949,12847.0498046875,
19,16999,12575.2978515625,
19,17049,13734.326171875,
19,17099,12839.408203125,
19,17149,12408.5712890625,
19,17199,4520.509765625,
19,17199,,12946.279296875
20,17249,12518.73046875,
20,17299,11844.1357421875,
20,17349,13232.89453125,
20,17399,12395.47265625,
20,17449,12273.0107421875,
20,17499,11921.3251953125,
20,17549,12180.05078125,
20,17599,12888.82421875,
20,17649,11852.576171875,
20,17699,12317.0869140625,
20,17749,12673.236328125,
20,17799,13464.9736328125,
20,17849,12179.4501953125,
20,17899,13352.359375,
20,17949,11592.126953125,
20,17999,12734.501953125,
20,18049,13221.7509765625,
20,18059,,12959.5810546875
21,18099,12939.326171875,
21,18149,11840.01953125,
21,18199,12824.7626953125,
21,18249,12313.458984375,
21,18299,12640.515625,
21,18349,13129.927734375,
21,18399,12584.0810546875,
21,18449,13287.92578125,
21,18499,12699.25,
21,18549,12102.19140625,
21,18599,12965.541015625,
21,18649,13208.6123046875,
21,18699,12970.1728515625,
21,18749,11813.8671875,
21,18799,12345.216796875,
21,18849,12838.263671875,
21,18899,12707.830078125,
21,18919,,12941.197265625
22,18949,12081.986328125,
22,18999,11654.8017578125,
22,19049,12436.8505859375,
22,19099,13521.3095703125,
22,19149,12167.84765625,
22,19199,12810.0693359375,
22,19249,13450.8876953125,
22,19299,12590.076171875,
22,19349,11476.763671875,
22,19399,12526.150390625,
22,19449,12577.2109375,
22,19499,12106.02734375,
22,19549,12776.9814453125,
22,19599,12347.560546875,
22,19649,12690.400390625,
22,19699,12836.095703125,
22,19749,12978.5185546875,
22,19779,,12964.9384765625
23,19799,12363.873046875,
23,19849,12222.8603515625,
23,19899,12886.0771484375,
23,19949,12829.1328125,
23,19999,12879.1611328125,
23,20049,13322.5419921875,
23,20099,12507.84765625,
23,20149,13180.146484375,
23,20199,12643.7373046875,
23,20249,12059.986328125,
23,20299,12729.0439453125,
23,20349,13028.705078125,
23,20399,12082.185546875,
23,20449,13023.0771484375,
23,20499,12351.662109375,
23,20549,12812.845703125,
23,20599,12159.5810546875,
23,20639,,12968.0322265625
24,20649,12179.833984375,
24,20699,12874.083984375,
24,20749,12864.18359375,
24,20799,12105.3515625,
24,20849,13299.921875,
24,20899,13027.5078125,
24,20949,12444.025390625,
24,20999,13164.404296875,
24,21049,11703.7333984375,
24,21099,13578.107421875,
24,21149,12941.83984375,
24,21199,13014.2197265625,
24,21249,12005.1513671875,
24,21299,12013.73828125,
24,21349,12223.146484375,
24,21399,12563.5029296875,
24,21449,12026.09765625,
24,21499,4278.0498046875,
24,21499,,12938.494140625
25,21549,12336.064453125,
25,21599,12954.888671875,
25,21649,12348.830078125,
25,21699,13671.8671875,
25,21749,12843.2158203125,
25,21799,12112.20703125,
25,21849,12402.21875,
25,21899,12688.1669921875,
25,21949,13152.890625,
25,21999,12423.4111328125,
25,22049,12976.3369140625,
25,22099,12360.6884765625,
25,22149,11727.4375,
25,22199,12679.8466796875,
25,22249,12997.703125,
25,22299,12804.447265625,
25,22349,13268.033203125,
25,22359,,12962.4267578125
26,22399,12452.521484375,
26,22449,12536.4677734375,
