epoch,step,train_loss,val_loss
0,49,12944.4755859375,
0,99,13087.0283203125,
0,149,10780.51171875,
0,199,10946.2490234375,
0,249,10295.29296875,
0,299,10078.044921875,
0,349,9990.77734375,
0,399,9071.5595703125,
0,449,9129.9990234375,
0,499,8945.9775390625,
0,549,9011.5634765625,
0,599,8425.3359375,
0,649,9073.716796875,
0,699,8082.02783203125,
0,749,8533.9365234375,
0,799,8132.7861328125,
0,849,7657.99365234375,
0,859,,8016.21337890625
1,899,8210.564453125,
1,949,7947.80078125,
1,999,8174.80322265625,
1,1049,7321.1845703125,
1,1099,7616.501953125,
1,1149,8130.2236328125,
1,1199,7372.708984375,
1,1249,7738.1396484375,
1,1299,7234.484375,
1,1349,7526.33984375,
1,1399,7378.76025390625,
1,1449,7433.63037109375,
1,1499,7624.197265625,
1,1549,7046.4189453125,
1,1599,7364.4990234375,
1,1649,7029.5927734375,
1,1699,7083.84765625,
1,1719,,7228.13427734375
2,1749,7045.57958984375,
2,1799,6738.1357421875,
2,1849,6844.75146484375,
2,1899,7165.13525390625,
2,1949,7390.5927734375,
2,1999,7419.4375,
2,2049,7042.93017578125,
2,2099,6992.666015625,
2,2149,7127.625,
2,2199,6924.521484375,
2,2249,6341.6318359375,
2,2299,6849.244140625,
2,2349,7037.51025390625,
2,2399,6673.84423828125,
2,2449,6859.00390625,
2,2499,6781.44287109375,
2,2549,6604.5791015625,
2,2579,,6917.4677734375
3,2599,7033.3017578125,
3,2649,7216.13232421875,
3,2699,6628.140625,
3,2749,6931.240234375,
3,2799,7087.41796875,
3,2849,6669.701171875,
3,2899,6636.32861328125,
3,2949,7137.67529296875,
3,2999,6896.41943359375,
3,3049,6979.00634765625,
3,3099,7021.126953125,
3,3149,6373.220703125,
3,3199,6571.61767578125,
3,3249,6915.01220703125,
3,3299,7003.1376953125,
3,3349,6810.88427734375,
3,3399,6331.0830078125,
3,3439,,6771.48779296875
4,3449,6677.546875,
4,3499,6853.00390625,
4,3549,7016.1630859375,
4,3599,6784.55810546875,
4,3649,6832.7119140625,
4,3699,6923.669921875,
4,3749,6823.85546875,
4,3799,6221.7451171875,
4,3849,6505.55712890625,
4,3899,6567.5986328125,
4,3949,6790.57958984375,
4,3999,6739.564453125,
4,4049,6854.8515625,
4,4099,6818.623046875,
4,4149,6237.6005859375,
4,4199,6575.13916015625,
4,4249,6654.02685546875,
4,4299,2662.761474609375,
4,4299,,6684.8583984375
